x0,x1,y
0.427067865,0.298197702,0.615599069
0.397335331,0.262383237,0.628537676
0.575078526,0.40200857,0.60442179
0.282442237,0.839341265,0.154271811
0.60035465,0.472781337,0.562792008
0.441036541,0.319845145,0.605608108
0.305308148,0.551750891,0.375002036
0.475026417,0.582686973,0.427439663
0.127941135,0.384460938,0.419699404
0.63066254,0.318479441,0.690119486
0.571359967,0.46647705,0.555129438
0.527579264,0.728170825,0.342964386
0.444784538,0.468525531,0.497210562
0.56199049,0.608428047,0.446845411
0.341301666,0.422435826,0.485678816
0.679727049,0.470943138,0.599866032
0.576150565,0.617071715,0.446390751
0.568295725,0.550699721,0.492453867
0.339834649,0.564413569,0.381194852
0.452790107,0.514575433,0.467898535
0.339206876,0.413100347,0.492214944
0.860858659,0.514069197,0.647223963
0.414831588,0.367327058,0.558551476
0.430015089,0.585524667,0.405863418
0.627851702,0.490169567,0.562209278
0.908743842,0.457193216,0.710330453
0.53737379,0.196278515,0.738261325
0.179792036,0.403649645,0.428967147
0.416586594,0.77849491,0.25859682
0.30185108,0.735461093,0.239228761
0.423037875,0.646105812,0.358282949
0.327586485,0.457908957,0.454663729
0.516444358,0.413295382,0.570533267
0.344683351,0.619314731,0.343273702
0.348202718,0.508475463,0.426398373
0.590948465,0.231712929,0.735657156
0.648530927,0.527266014,0.544878066
0.428355835,0.746571716,0.286623377
0.236014247,0.612261101,0.300349493
0.525031736,0.320733175,0.641533592
0.530223731,0.835751878,0.266293758
0.238321259,0.646465873,0.276214389
0.390337192,0.408064738,0.518310071
0.552578914,0.662598378,0.402832362
0.564689921,0.404540724,0.597613624
0.351557174,0.486769624,0.44381635
0.37957901,0.388917591,0.526778461
0.785071203,0.260025802,0.800332647
0.50247389,0.578481061,0.442284609
0.488125476,0.665800544,0.371747757
0.37229684,0.476990568,0.459515774
0.459260827,0.359688403,0.584296536
0.620797945,0.708603517,0.399486868
0.807770564,0.334152863,0.75615698
0.331024513,0.342646667,0.54023378
0.522742353,0.389975214,0.589715349
0.467174153,0.253310983,0.665956001
0.505044748,0.46633268,0.526582051
0.418239621,0.653236718,0.350226408
0.363762354,0.463423211,0.465742087
0.19926559,0.401845836,0.439409264
0.210756852,0.466730905,0.396843485
0.097293086,0.706531973,0.170460773
0.41857399,0.557231701,0.421034816
0.670663697,0.406301505,0.643106974
0.661655033,0.552716065,0.53127468
0.522881095,0.663855949,0.388985506
0.633636075,0.295064529,0.70850535
0.180403039,0.472340047,0.378622507
0.152856817,0.510494511,0.337876161
0.576927932,0.622948032,0.443293746
0.602956303,0.419107196,0.603538813
0.377411376,0.507303738,0.439543254
0.284155997,0.216001205,0.61237861
0.288789787,0.294185582,0.557624087
0.373400403,0.299515019,0.590731715
0.387167346,0.369904357,0.545300954
0.409507671,0.452977282,0.493951544
0.69716175,0.572225884,0.533283941
0.45067639,0.51851216,0.464046002
0.733672906,0.40159514,0.674709699
0.515308496,0.428999463,0.55819933
0.440081109,0.206965691,0.687285426
0.548896453,0.434061593,0.568642745
0.49446754,0.433190791,0.546289975
0.525148865,0.788648301,0.298534393
0.369047577,0.352216199,0.549686242
0.440028617,0.418445854,0.531981582
0.648503633,0.627710007,0.470586507
0.632236418,0.281633313,0.717244421
0.550721441,0.483611673,0.533611481
0.492380216,0.470704846,0.51717527
0.600274231,0.696080263,0.399861468
0.568446399,0.554959549,0.488176922
0.599122041,0.316717167,0.677216171
0.376657783,0.414464438,0.507977675
0.310070512,0.735530754,0.243265862
0.632658197,0.31924669,0.689952062
0.384390798,0.676942887,0.318807536
0.332050301,0.590029074,0.358751906
0.566982918,0.254866195,0.708708699
0.304041239,0.522310713,0.395577393
0.807795027,0.545993352,0.600830004
0.706297307,0.75001275,0.406941994
0.586847942,0.345529608,0.650202644
0.679560372,0.619975546,0.49044843
0.569441779,0.388127184,0.611447704
0.35058788,0.587019008,0.369310301
0.402033713,0.359547962,0.558603734
0.597339867,0.483718519,0.553940165
0.619256963,0.383227848,0.637820075
0.544136581,0.375546918,0.609614888
0.464916705,0.441469254,0.525852765
0.568240538,0.912127767,0.226510477
0.486117098,0.427573461,0.546193781
0.200094844,0.2910574,0.520663369
0.559751927,0.635787059,0.426085533
0.309780461,0.613671881,0.331889653
0.428160023,0.214463667,0.677085957
0.220504029,0.655420673,0.2616399
0.638949677,0.495462364,0.56269585
0.040152313,0.309147459,0.435919252
0.315672793,1,0.050445563
0.36905175,0.560351988,0.397462687
0.446201166,0.423858756,0.531470393
0.715221059,0.56192901,0.5481133
0.623883136,0.286448777,0.710886483
0.16592154,0.568202107,0.302393642
0.304642068,0.287356247,0.569100217
0.408947099,0.669679468,0.334425897
0.414511392,0.672891514,0.334402404
0.41583148,0.285424245,0.619418777
0.517429402,0.168771719,0.749356565
0.482293935,0.612596228,0.408337087
0.68679934,0.798464238,0.361898139
0.402343218,0.651441422,0.34480846
0.45425356,0.774534029,0.277645485
0.591990433,0.409758871,0.605079553
0.515586366,0.420544707,0.564466514
0.624353375,0.498123076,0.55501943
0.300748896,0.529169251,0.38936449
0.418566855,0.516593639,0.450631356
0.522159303,0.548158437,0.473334571
0.764677455,0.422767086,0.672882672
0.600932137,0.468800003,0.567043273
0.110719322,0.302673523,0.472449113
0.63239605,0.605973113,0.479675668
0.328792267,0.403587109,0.494666929
0.350787279,0.820273074,0.19824514
0.352961095,0.473992233,0.453513337
0.578588943,0.199506051,0.754684008
0.41108017,0.355997861,0.566014718
0.202033082,0.624936409,0.276089223
0.477190487,0.493241593,0.494019353
0.451236727,0.780766284,0.271910367
0.29323412,0.684430625,0.272060051
0.57933833,0.198727053,0.75537665
0.538965241,0.118129129,0.797062854
0.474882819,0.383312286,0.574157445
0.421152704,0.507004819,0.459091395
0.34362176,0.57935147,0.372183472
0.391730556,0.629813011,0.356138489
0.394256056,0.596308625,0.381563121
0.336425396,0.267251571,0.597875716
0.542416594,0.578974691,0.460144357
0.153475947,0.407406037,0.414443142
0.307917133,0.59077338,0.347111806
0.41170293,0.597429353,0.389415747
0.53967465,0.155755087,0.769272699
0.527917635,0.407751818,0.579090984
0.452201878,0.575258063,0.423179841
0.443039113,0.261765495,0.649215371
0.409144746,0.516552985,0.447233333
0.516881911,0.462612456,0.533713321
0.091349963,0.313998034,0.456571011
0.725242473,0.781998406,0.391436501
0.165668269,0.507841186,0.346541839
0.477014859,0.660479764,0.37154594
0.758161763,0.48876213,0.620807946
0.427986019,0.642741256,0.362750993
0.472981562,0.440145886,0.531066909
0.584343358,0.512490373,0.526869218
0.515269365,0.481239664,0.51948273
0.120459588,0.641492191,0.228217339
0.453996044,0.374488752,0.570456993
0.277524386,0.814950903,0.169564423
0.377726108,0.353390606,0.552598848
0.297717886,0.421366523,0.467666027
0.428701113,0.596174377,0.397081745
0.497094931,0.664092391,0.377146287
0.574772661,0.536346777,0.505598441
0.792368522,0.573048464,0.573848671
0.608409171,0.485742896,0.557283962
0.57666033,0.32225893,0.663260624
0.12701926,0.402018043,0.407064106
0.381888041,0.784684194,0.237644389
0.455051754,0.720060948,0.317405078
0.459621159,0.675205095,0.352404851
0.406015046,0.353715508,0.565366596
0.55961521,0.534577019,0.50073289
0.63881489,0.437736401,0.605835359
0.500409906,0.208074197,0.713635273
0.328409024,0.478103445,0.438976193
0.511396053,0.34460095,0.619027916
0.449507101,0.263069162,0.650496065
0.617757558,0.311481363,0.689161669
0.276480913,0.760879146,0.209120863
0.32142873,0.489124601,0.427842336
0.59337476,0.434520116,0.588413892
0.242474952,0.514973937,0.37496075
0.237711088,0.446642738,0.422274722
0.774660417,0.589190076,0.55449151
0.551749577,0.401345809,0.593989864
0.339318076,0.450361767,0.465256321
0.47165227,0.451715885,0.522573294
0.29739206,0.725734154,0.244192255
0.350869467,0.35153041,0.541829462
0.484835973,0.568019,0.441624188
0.457055509,0.533087083,0.455918072
0.444149342,0.468514971,0.497496883
0.505743932,0.230406444,0.699287984
0.272718774,0.200111246,0.618862472
0.668020585,0.148978401,0.831018779
0.213422745,0.437250879,0.418623024
0.239954636,0.477213624,0.40120732
0.214445553,0.471687594,0.394436565
0.573763588,0.511789068,0.522995463
0.53279174,0.635209897,0.414712386
0.40704828,0.315395147,0.593511716
0.569171749,0.502200603,0.527148401
0.633492329,0.47153946,0.579078095
0.482475588,0.700852808,0.343752415
0.602950308,0.534685135,0.519339989
0.748150059,0.326492901,0.735305483
0.352053615,0.508132966,0.428177289
0.403324995,0.22957383,0.654990425
0.119809767,0.438867457,0.377241246
0.426796142,0.708670155,0.313414591
0.756671765,0.515530471,0.601173648
0.499326258,0.477421712,0.515022297
0.351248175,0.829770641,0.191602117
0.561249129,0.58140961,0.466075159
0.466850719,0.412843855,0.5479012
0.353665811,0.654612881,0.320790207
0.33504902,0.582877703,0.36590569
0.595091005,0.274055812,0.707255706
0.713235727,0.534843039,0.567531491
0.396397673,0.416453086,0.514654879
0.666835331,0.77071179,0.373739858
0.434802235,0.385418866,0.554402736
0.375472612,0.568453465,0.394528107
0.409764009,0.687979045,0.321741299
0.217732807,0.735879226,0.201892732
0.725868513,0.513457471,0.588568136
0.56859902,0.342861042,0.644845726
0.43675063,0.726445835,0.305247216
0.395917668,0.49128945,0.45975968
0.469301841,0.507013717,0.480068964
0.593252148,0.416781797,0.600809596
0.711965345,0.781846114,0.385414506
0.398279484,0.511279046,0.445597374
0.301251329,0.544734461,0.378299799
0.824838474,0.603323058,0.566232632
0.277188385,0.378280423,0.490802255
0.63577706,0.544094549,0.526426667
0.323303189,0.505183363,0.417320287
0.664236348,0.407257728,0.639733839
0.523116589,0.259001031,0.686305156
0.313562248,0.609266468,0.336166035
0.678123063,0.151835446,0.832836019
0.147711041,0.781574943,0.13702772
0.378226275,0.734453216,0.272992294
0.393448911,0.544322712,0.420266774
0.539884858,0.197938938,0.738238633
0.301468425,0.66917212,0.287767419
0.527289932,0.423195982,0.567220125
0.523232944,0.232274966,0.70572364
0.661492253,0.545095741,0.536952602
0.722385823,0.73920734,0.420893666
0.477991895,0.440518568,0.532889252
0.456296557,0.565554651,0.431283936
0.608631834,0.551119697,0.509477122
0.49183344,0.692728295,0.353798158
0.49924769,0.373237734,0.592214119
0.45403752,0.61338998,0.395787557
0.778601106,0.472404699,0.641783462
0.366239002,0.345858392,0.55342894
0.264005761,0.449622588,0.431522354
0.394959642,0.475993534,0.470321706
0.692792704,0.332330572,0.707679342
0.372769155,0.534513844,0.418470639
0.669806867,0.854625162,0.313817243
0.150350473,0.619382361,0.257363809
0.249165097,0.420611909,0.447015555
0.526985465,0.468550207,0.533742234
0.618132984,0.377026069,0.641365472
0.255662571,0.555482872,0.350107428
0.343476355,0.468468448,0.453085313
0.274022562,0.415176475,0.462539293
0.485019309,0.548851352,0.456739149
0.543984795,0.565000506,0.470862816
0.415169046,0.454471096,0.494988699
0.852595019,0.70782401,0.502165104
0.533178939,0.588027564,0.448446313
0.385280088,0.535463521,0.422822076
0.33544546,0.470113106,0.448162515
0.54877934,0.017550314,0.874567168
0.379021873,0.571591915,0.392851493
0.296823562,0.517780937,0.396266013
0.299388582,0.590681451,0.344446857
0.175514613,0.356029254,0.461911498
0.251533924,0.677114483,0.259605252
0.616124655,0.755161933,0.36234887
0,0.433489891,0.327894486
0.374793014,0.367234401,0.541366718
0.697742662,0.300961453,0.732546502
0.444141799,0.585263763,0.411268213
0.117332382,0.486999246,0.340345784
0.439593405,0.419577525,0.531811614
0.541359063,0.368485096,0.613416974
0.434745849,0.193488414,0.695220082
0.482830624,0.496626496,0.494169278
0.815875987,0.648603266,0.529107919
0.707598597,0.476912778,0.607630621
0.5874381,0.585274679,0.474426458
0.387555086,0.453596983,0.483764136
0.280564099,0.489538857,0.410195961
0.649208158,0.345840099,0.67732406
0.372696294,0.597673429,0.371461877
0.580189715,0.537296812,0.507247656
0.597524367,0.439477474,0.586588917
0.315641992,0.36107602,0.519962783
0.509668018,0.536330312,0.476479465
0.082758681,0.439392783,0.359746253
0.248759471,0.478767883,0.40354168
0.506092256,0.501127941,0.501280492
0.072999931,0.73294522,0.13989566
0.20954522,0.224366396,0.573819373
0.403468366,0.520986122,0.441592811
0.301878407,0.421112674,0.469450171
0.552199857,0.555884551,0.481271221
0.533278864,0.471673749,0.534823156
0.722028789,0.537487819,0.569032324
0.366069939,0.375080399,0.531919957
0.406603748,0.523998053,0.440260516
0.432518063,0.41414373,0.533096648
0.362652377,0.502767634,0.436447898
0.384832481,0.509791627,0.441819769
0.520935851,0.851825266,0.250340787
0.679827847,0.705832194,0.426239957
0.140974534,0.370306792,0.437043363
0.427551937,0.283666368,0.625970973
0.605377247,0.665410567,0.423954336
0.491483352,0.623590223,0.404647061
0.706563384,0.799000096,0.370447444
0.42407147,0.123227904,0.742628588
0.324974261,0.289282036,0.576703384
0.506203663,0.413376442,0.565578685
0.561158815,0.671886523,0.399385282
0.314592562,0.559163498,0.373723648
0.504635902,0.70215734,0.353066936
0.627134604,0.346895243,0.667418525
0.28681931,0.595807459,0.33480597
0.461330242,0.640711682,0.379277063
0.506347991,0.519708042,0.487154516
0.468232856,0.216638861,0.69287865
0.512134046,0.150687721,0.760948098
0.503063098,0.66103011,0.381960886
0.534051038,0.656806248,0.398769251
0.294482005,0.336551565,0.528878369
0.576330774,0.48473007,0.543534623
0.465128496,0.417341574,0.544310877
0.461900171,0.731402861,0.312611964
0.131157583,0.414636085,0.399753415
0.601053984,0.379159231,0.63246477
0.300392971,0.727290741,0.244411818
0.34049963,0.579346804,0.371130103
0.384785968,0.586642132,0.384941157
0.522982725,0.469350757,0.531596307
0.656885774,0.473852152,0.586477509
